MK1 Mongo Object id,Update Value
618e1d7203b05aff6ca98e06,2-4 weeks
618e212003b05a2f12a99282,Other
618e3cd103b05adb8aa9b389,2-4 weeks
618e480003b05ab66ba9c5ff,2-4 weeks
618e4ffa03b05a8683a9d151,2-4 weeks
61923b925dee3e655532c55c,Variable
6194d4e8e5a939eebaeb1807,Not applicable
619f74ce23e5df61e332a0ce,2-6 months
619f757623e5df1d9632a2e3,2-6 months
619f75a623e5df418832a3db,2-6 months
619f763a23e5df0ac532a6d3,2-6 months
619f764a23e5df0d7f32a745,2-6 months
619f76b123e5df419232a85c,Not applicable
619f76c323e5df19d432a97a,Not applicable
619f76f423e5dff64a32abc3,2-6 months
61a9c49a1fa153c6de0c2769,2-6 months
61bb3a67f913118d4d981e2e,1-2 months
61bb5564c5691845059d3279,1-2 months
61bb5a67c569188d979d460b,1-2 months
61bb5ca6c5691890969d4b10,1-2 months
61d4322fa3c1112750551192,Variable
61d4329ba3c11153325512a9,Variable
61d434cca3c111a5c8551a57,Variable
61d43989a3c11134ae5522d3,Variable
61d45c62760f02883c850f31,Variable
61e00d987ab627485f715398,Not applicable
61e83649c9136752faa34e80,1-2 months
61e83babc913674c4ba35bd6,1-2 months
61e83cbec913670f2fa36063,1-2 months
61e83e39c91367730ba36728,1-2 months
61e83fa1c9136782efa36d8c,1-2 months
61e84098c913674375a370ac,1-2 months
61e84164c9136708afa3735a,1-2 months
61e841f5c913674c30a374ef,1-2 months
61e92858b24ec1a20d5b11a7,1-2 months
61e92940b24ec106ee5b1337,1-2 months
61f13a6977c155095c79934d,1-2 months
61f15b6077c155095f79bc79,Other
61f15b9677c15539ad79bd19,Other
61f15c1f77c155569179be84,Other
61f15cb777c155867b79bf65,Other
61f15cdb77c155b8ce79c002,Other
61f15d6b77c15559e579c17d,Other
61f15e6f77c155c85679c323,Other
61f160a377c1555ddd79ccdc,1-2 months
61f25d78481dd5836515d28a,1-2 months
61f26528481dd599a815e507,Variable
61f26f65481dd5f46f15f3c1,Variable
61f27f62481dd5590a1614ab,Variable
61f27fa2481dd55b1c16166f,2-6 months
61f28101481dd52825162c2d,Variable
61f28143481dd52678162cf7,Variable
61f281ef481dd5142d162e6e,Variable
61f28589481dd57a421646ed,Other
61f3d2acc0085484569f9af8,1-2 months
62014762263277e55aaaf286,Other
620a6dbe97d0ac682fdd3530,2-6 months
620ba9fa962baa85a45b28f6,2-6 months
620e2e624b461cd92b1f1dcc,Variable
620e2e624b461c79c51f1dce,Variable
620e2e624b461cbbf21f1dd0,Variable
620e2e624b461ceae51f1dd2,Variable
620e2e624b461c713f1f1dd4,Variable
620e2e624b461cdc261f1dd6,Variable
620e2e624b461ca9641f1dd8,Variable
620e2e624b461c22391f1dda,Variable
620e2e624b461c1ae11f1ddc,Variable
620e2e624b461cd24a1f1dde,Variable
620e2e624b461c25451f1de0,Variable
620e2e624b461c72121f1de2,Variable
620e2e624b461c6b1c1f1de4,Variable
620e2e624b461cdd1e1f1de6,Variable
620e2e624b461c2d8b1f1de8,Variable
620e2e624b461c46cf1f1dea,Variable
620e2e624b461c0b241f1dec,Variable
620e2e624b461c9e461f1dee,Variable
620e2e624b461c55901f1df0,Variable
620e2e624b461c70fc1f1df2,Variable
620e2e624b461ce2fc1f1df4,Variable
620e2e624b461c00be1f1df6,Variable
620e2e624b461c7d4c1f1df8,Variable
620e2e624b461c5ed01f1dfa,Variable
620e2e624b461ca7d11f1dfc,Variable
620e2e634b461c52481f1e02,Variable
620e2e634b461cef9a1f1e04,Variable
620e2e634b461c3aaa1f1e06,Variable
620e2e634b461c8eee1f1e08,Variable
620e2e634b461c9b1e1f1e0a,Variable
620e2e634b461cbec01f1e0c,Variable
620e2e634b461ccfeb1f1e0e,Variable
620e2e634b461c6f411f1e10,1-2 months
620e2e634b461ca6bd1f1e12,1-2 months
620e2e634b461ca3bc1f1e18,Variable
620e2e634b461c4bad1f1e1c,Variable
620e2e634b461c57991f1e1e,Variable
620e2e634b461c18101f1e22,Variable
621663b9ca147e354535c9d8,1-2 months
621e281bff9bbd2cd41033e0,Variable
621e2befff9bbd597b103d00,Variable
621e2cf1ff9bbd751f103f87,Variable
621f75bd057cb2840d0f99cf,1-2 months
622754f85e1a9151b459e0fc,Variable
622761065e1a9117e059f4b3,Variable
62288edd4adf16f83b7be020,Variable
6228b99c4adf16b0377c287d,Variable
6246c87bb76770cbb81b696a,2-6 months
625027f30451580b10c867c0,1-2 months
62502936045158730fc869d8,1-2 months
625029ce045158b6b8c86bff,1-2 months
62502c0604515852e3c87482,1-2 months
626beb5ef9f395416d9670e5,Variable
62307a412e36c11e9ce70eb4,1-2 months
6283a795cfaf5204f41218e1,2-4 weeks
6283af3fcfaf52e0bd122749,2-4 weeks
628764ff74aa154859681568,1-2 months
628b3da3a910705091daf80f,1-2 months
628f2b7a2d26e806eb5714bd,2-4 weeks
628f4d2c2d26e8ebc85745c1,2-4 weeks
628f51c22d26e852b1574f1c,2-4 weeks
628f5b06e556086f7fb03025,2-4 weeks
629f301a83ac54e83b3b6335,2-6 months
62a06cfd85e29c7e748b162f,2-4 weeks
62a0706885e29c142e8b1cb4,1-2 months
62a0708885e29cd8df8b1dd0,1-2 months
62a070a585e29c4db48b1f04,2-4 weeks
62a070be85e29c41ee8b1ff4,1-2 months
62a070e185e29c582c8b21ad,1-2 months
62a0710285e29c09708b22a5,More than 6 months
62a0711885e29c70d18b232f,1-2 months
62a0712c85e29cbbfc8b23c9,1-2 months
62a0714685e29cd22e8b2481,1-2 months
62a0715d85e29c80628b2537,1-2 months
62a0718785e29cb4a38b25e1,1-2 months
62a071b785e29cc2a18b26a1,1-2 months
62a071dd85e29c1d638b2781,1-2 months
62a071f885e29c229f8b281a,1-2 months
62a0721485e29c561e8b28c0,1-2 months
62a07b4a85e29c4f8b8b3c23,1-2 months
62a09a9262325b6c7a90a637,2-4 weeks
62a0bcb8bb707660ea6cef00,2-4 weeks
62a1de51b223f52cc1e63c11,2-4 weeks
62a71a911fc60548d49c5d31,2-4 weeks
62a72227cc574c9fb85fc9c2,2-4 weeks
62b97a81be8973480d722281,1-2 months
62d9819571bc322e2ba887aa,Variable
62ea76ec7fd11ab1e4051edc,2-4 weeks
62ed1eea5f0acf60deedb0b1,Variable
62ed24d75f0acf2619edb970,Variable
62ed27c95f0acf2063edbe89,Variable
62ed2c695f0acfe134edc5ea,Variable
62ed2f795f0acf6c4bedcb81,Variable
62ed32415f0acf767cedd649,Variable
62f28038a8e41e4739ffd860,1-2 months
6311c00b93cf9056e877788d,Variable
6318a94dbcee732785e9b683,Not applicable
6319b146befd94ad47e984d1,Less than 1 week
632017792e146ef0317c54ac,2-6 months
6321fda5ca7c206a6eff6e07,1-2 weeks
633ff7b505d2eb24d0a54c7a,1-2 months
6343ecf8d2858f13c4a40d4d,2-6 months
6343ee399e3ff37bab9b9f40,1-2 months
6343ee5d9e3ff3e3e69b9fef,2-6 months
6343ee8a9e3ff3dd029ba0c2,2-6 months
634e8f68c01c4437de8d17c5,1-2 months
634e8fc0c01c449de58d18a1,1-2 months
634e91f5c01c44f9e08d1c39,1-2 months
634e929ec01c4434348d1db9,1-2 months
634e9312c01c44862d8d1e87,1-2 months
634eae4813d46f2c6deb66ce,1-2 months
634fc5224dcd82dfaf359a24,1-2 months
634fd975df2bec37bcbd2f4c,1-2 months
634fdf6c92cd6564263c0e85,1-2 months
634fe08f92cd6514e43c0ffa,1-2 months
634fe1a892cd6577f63c118e,1-2 months
634fe26a92cd65eac33c12b8,1-2 months
634fe2fb92cd6517cc3c13ca,1-2 months
635006ddc238154fb8a28c04,1-2 months
635007bfc23815a988a290f2,1-2 months
63500872c2381511e9a292b9,1-2 months
63500912c238153260a294bd,1-2 months
63500992c238153388a29624,1-2 months
63500a1bc23815048ea2978f,1-2 months
63500ad1c238153c4da298d2,1-2 months
63500b73c23815b43fa29a7e,1-2 months
63500c0cc238155856a29bd7,1-2 months
63500cb4c238150921a29d22,1-2 months
63500d45c238150017a29e90,1-2 months
63500de0c238154c35a2a015,1-2 months
63500e88c238154b72a2a1b4,1-2 months
63500f15c238154fa2a2a376,1-2 months
63500fa1a6718e09cc294f59,1-2 months
63501047f1f6332b38440e2a,1-2 months
63908fa88a2c68e5666fc098,Variable
63bd740cf239d078faa35b5f,2-6 months
63bfcf65b6334c646bf80ccf,2-6 months
63bfd08cb6334c0458f80eba,2-6 months
63d8d08aaf8afa7762624960,Variable
63d8dce9d9210b6543c0fb2e,Variable
63d8de29d9210b2301c101ed,Variable
63ea0cef5ea5b20d959e3220,1-2 months
63f7751e1b6e1d1e797d6e3b,Other
63f8ea517b3caf8ed12843ef,2-4 weeks
63f8f1967b3cafc421284cb5,Variable
63f8f2067b3caf61aa284e56,1-2 months
63f8f23f7b3caf99f5284ec6,2-4 weeks
63f8f2787b3caf39b8284f46,2-4 weeks
63f8f2bf7b3caf14ef284fd7,2-4 weeks
63f8f2e17b3caf38f8285031,2-4 weeks
63f8f30a7b3caf4ac92850c3,2-4 weeks
63f8f3297b3caf805a28511c,2-4 weeks
63f8f96c7b3caf2a042860dd,1-2 months
63f8f9c17b3caf82cc28618a,2-4 weeks
63fa1b05f637ae03ca2d95ac,Variable
63fc838c4663f875423ceff6,1-2 weeks
63fe272d90bf28fd1852f84a,1-2 months
6400ac059e8b1354f43aa19a,Variable
6400ad2038b2ff19d8dca74f,Variable
6400adcb66cafbd75dec3822,Variable
6400aef86c5d57292d5cd26c,Variable
6400af87484e46c5621f0835,Variable
6400afee6a055536d5f0d337,Variable
6400b03e5627a3c120795aa4,Variable
6400b089a53bcf16d39d886f,Variable
6400b0c1a53bcf2d6e9d88d6,Variable
6400b92dcc8a9b3a0ff0bb7f,Variable
640b2cdd2dcf2c25af031ba8,Variable
640b2e852dcf2c7c6a031e6b,2-6 months
640b33b92dcf2ca51d032627,2-6 months
640b37732dcf2cb006032dc8,Variable
640b37b22dcf2c0790032edd,Variable
640b3922e3b5a83667ea4ee2,Variable
640b3961b37ecc8265145974,Variable
640b39a9739d125ead3ad156,Variable
6421c80923441931a28276c7,2-4 weeks
64255bb0d8be63ce5e6fd505,2-4 weeks
6458f4f63229859331b03e1e,Variable
645bc226caf315211e3a1fc7,2-4 weeks
645e59a7e98eec21774d2202,2-6 months
646b31d679080814bb44aaf5,1-2 months
646cbe5bed8c1b23b8b17522,Other
6476073c5a76c47800b9e320,Variable
64890328ab1f6e997d22336b,Other
64890328ab1f6e997d22336a,Other
64890328ab1f6e997d22336f,Other
64890328ab1f6e997d223371,Other
64890328ab1f6e997d223377,Other
64890328ab1f6e997d223378,Other
64890328ab1f6e997d22336c,Other
64890328ab1f6e997d22336e,Other
64890328ab1f6e997d22336d,Other
64890328ab1f6e997d223373,Other
64890328ab1f6e997d223374,Other
64890328ab1f6e997d223379,Other
64890328ab1f6e997d223370,Other
64890328ab1f6e997d223372,Other
64890328ab1f6e997d223375,Other
64890328ab1f6e997d223376,2-6 months
64890328ab1f6e997d22337a,Other
64890328ab1f6e997d22337b,2-6 months
648a548aab1f6e997d223392,Other
648a548aab1f6e997d223394,Other
648a548aab1f6e997d223393,Other
648a548aab1f6e997d223395,Other
648ae31f73d6b4bd4016abe7,2-6 months
648aebe87922d24a2286d9ea,Other
648aecb07922d2597e86dbab,2-6 months
648af2897922d2d23b86e6c9,2-6 months
648af38e7922d27f8286ea5f,2-6 months
648b2a13d261fc3379b3cc27,Not applicable
64a29baadac7d7e26aaf5225,1-2 months
64a7f24ed2ea3ac860d741bb,Other
64ad2719bfc58f4ecb34fdc3,2-6 months
64ad2a14bfc58ff862350231,2-6 months
64c24b21d80217765cff1e02,Other
64c24e2ed802175dadff2195,Variable
64c24ee8d80217785bff2315,Less than 1 week
64c257f8183f9f010a4e6595,Other
64c2899eaf82083723d1b162,Variable
64c28c71af82087a23d1b7fd,Other
64c8b27fbb50638cb93aa195,2-6 months
64d6016d485527253b1a6c4e,2-6 months
64d6019b48552734bf1a6d00,2-6 months
64d601ae48552767c71a6d84,2-6 months
64d601c048552734f61a6e0d,2-6 months
64d601e5485527fa001a6f00,2-6 months
64d601f3485527ae711a6f9c,2-6 months
64d602094855270add1a703a,2-6 months
64d60218485527c3d01a70be,2-6 months
64d60229485527661c1a7147,2-6 months
64d602394855275fff1a71cb,2-6 months
64db2f20393e163e14458441,2-6 months
64ddec01bf852f074f7a47bd,2-6 months
64ddec3fdc512f59ae2ccb29,2-6 months
64ddf19896bee60476cb0ea6,1-2 months
64ddf4e296bee6116bcb17ab,Other
64de00341974321754cc1a75,1-2 months
64de06c2b99bf66d45f984b2,2-6 months
64de11e8a030f005244325f0,2-6 months
64de42aae38abb2a6a35b07a,1-2 months
6500545c212c1fdd3f9650ff,Variable
6500778143ea275e7502df20,Variable
651ecb4ba16a4f7195dab566,2-6 months
6525734160eef11df8b3cd2d,2-6 months
6525737960eef13dbbb3cdfe,2-6 months
652573e160eef16bd1b3cf0a,2-6 months
652574e22141457308add9df,2-6 months
65257582214145a378addb2e,2-6 months
652576db214145e89cadddb1,2-6 months
652578b421414586b2ade1fc,2-6 months
652cec5c282dd12a5468dcdc,1-2 months
653b7e609ef661099ec7b816,1-2 months
6543ad731751c368e6aeb0e6,1-2 months
6548b443c65aa4f3b1ef99d1,2-4 weeks
655223041516da45761cdc7a,2-6 months
655223ae1516dad0b11cddb4,1-2 months
655223d91516da3cab1cde50,1-2 months
655224051516dab8071cdf24,1-2 months
6552242f1516daa5891cdfbe,1-2 months
655224751516da21d01ce105,1-2 months
655224ba1516dabdca1ce1ed,1-2 months
6552253e1516dac98d1ce388,Other
6552258f1516da6fd21ce4ba,1-2 months
655225ac1516dadd341ce563,1-2 months
6555e3c98f712b39f77cdb7d,1-2 months
655b50a29972a0587ce7931f,2-4 weeks
65606ffa4c09db3a413f4f14,2-6 months
6560a60a3154964f684d846d,2-6 months
6560a7e23154967cae4d9045,2-6 months
6567050bdf1dbfd30cb7ba11,2-6 months
65670c2474ff144b4e0a5ae0,2-6 months
656dd26b77000d29fbad7ece,2-6 months
656dd28777000da153ad7f6b,2-6 months
656dd7a077000d444cad8aea,2-6 months
656dd7e177000d49d9ad8bbe,2-6 months
656dd80f77000dae9dad8c75,2-6 months
658c4480d01400b8b63ec7a1,2-4 weeks
658d7fb2a39dc88afe6f59dc,2-4 weeks
65ae8c2713d83c94cd2e1926,1-2 months
65b8f8dd871200b6e8fc8981,1-2 months
65c0c64a35e8977826b38cb0,2-6 months
65c0c73f35e89718dfb39266,2-6 months
65c0c77235e8973d39b3936e,2-6 months
65c0c78635e8978618b39401,2-6 months
65cddb60226933844bc371d6,1-2 months
65cf64412a6715b5f5d4d1bd,2-6 months
65d5d2576e96d4e43c3ef22c,1-2 months
65d5f19a85f4581702a26169,1-2 months
65df27b61cf90f3750574552,2-6 months
65e07270e0b1527672bf7ca5,1-2 months
65e5b7ec30282f14fdf44ec9,2-6 months
65e8789ada871469bc8d71ee,Other
65e88a488117cf70f35f311f,Variable
65e88ba68117cfd62d5f368d,Variable
65e88c198117cf023b5f3815,Variable
65e88ca78117cf0b5d5f39b7,Variable
65f047f51319aa8005cdf8da,1-2 months
65f08428e519c0fbf0126768,2-6 months
65f2fd3a5da7536a6a669676,2-6 months
65f2fe5d5da7539ffe669e4a,2-6 months
65f41da94b48d0740c9ac728,Variable
65f4207c4b48d018ec9ad03a,Variable
65f421ff4b48d090429ad68b,Variable
65f425804b48d02bd29ae4f7,Variable
65f428434b48d065469aec41,Variable
65f4288f4b48d03c769aecdf,Variable
65f428dd4b48d056d59af041,Variable
65f4295a4b48d02eb79af467,2-4 weeks
65f82bd811260a61f9fb4c4d,2-6 months
65fae7f320f5193aa1b52ff1,1-2 months
66041164d3db8f7e9f2b4f3a,1-2 months
6613ee6a3e225b7839eb0476,1-2 months
661d0d57d459e7f07cbdda07,2-4 weeks
6634d793a3b2de818faedcfb,1-2 months
6639ecfe11a0fd952e4c1b23,2-6 months
663a3ba44deb66636926305b,2-6 months
663c8f964328ee47f9011580,2-6 months
663c99d14328ee0bd2013005,2-6 months
663c9c554328eec53b013905,2-6 months
663ca2874328ee02320144a2,1-2 months
663ca3ed4328ee77c2014ab8,1-2 months
663cb92a4328ee5f7f0173cd,1-2 months
663cbb844328ee50f00178f3,1-2 months
663cc0914328eea117018333,1-2 months
663cd61f4328ee57ad01b29d,2-4 weeks
663cd8584328eea0c701b6f7,2-4 weeks
663cdb9dba594a6410a3f1f1,2-4 weeks
663ce4edba594afeaba4042d,2-4 weeks
