source_mongo_object_id,target_mongo_object_id,linkage_type,direct_linkage,description
6132473cd3df0ec6947e42a5,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
613a1337d31ecc6f94d55906,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
613a1337d31ecc6f94d55906,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
613a1337d31ecc6f94d55906,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
613a1337d31ecc6f94d55906,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
613a1337d31ecc6f94d55906,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
613a1337d31ecc6f94d55906,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
613a1337d31ecc6f94d55906,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
613a1337d31ecc6f94d55906,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
613a1607d31ecc5a36d55f32,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
613a1607d31ecc5a36d55f32,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
613a1607d31ecc5a36d55f32,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
613a1607d31ecc5a36d55f32,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
613a1607d31ecc5a36d55f32,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
613a1607d31ecc5a36d55f32,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
613a1607d31ecc5a36d55f32,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
613a1607d31ecc5a36d55f32,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
613b7bf1b8b58d1d64536895,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
613b7bf1b8b58d1d64536895,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
613b7bf1b8b58d1d64536895,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
613b7bf1b8b58d1d64536895,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
613b7bf1b8b58d1d64536895,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
613b7bf1b8b58d1d64536895,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
613b7bf1b8b58d1d64536895,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
613b7bf1b8b58d1d64536895,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
6142239a9412064b83ff711e,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
6142239a9412064b83ff711e,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
6142239a9412064b83ff711e,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
6142239a9412064b83ff711e,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
6142239a9412064b83ff711e,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
6142239a9412064b83ff711e,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
6142239a9412064b83ff711e,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
6142239a9412064b83ff711e,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
619f74ce23e5df61e332a0ce,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
619f74ce23e5df61e332a0ce,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
619f74ce23e5df61e332a0ce,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
619f74ce23e5df61e332a0ce,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
619f74ce23e5df61e332a0ce,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
619f74ce23e5df61e332a0ce,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
619f74ce23e5df61e332a0ce,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
619f74ce23e5df61e332a0ce,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
619f757623e5df1d9632a2e3,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
619f757623e5df1d9632a2e3,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
619f757623e5df1d9632a2e3,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
619f757623e5df1d9632a2e3,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
619f757623e5df1d9632a2e3,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
619f757623e5df1d9632a2e3,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
619f757623e5df1d9632a2e3,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
619f757623e5df1d9632a2e3,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
619f75a623e5df418832a3db,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
619f75a623e5df418832a3db,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
619f75a623e5df418832a3db,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
619f75a623e5df418832a3db,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
619f75a623e5df418832a3db,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
619f75a623e5df418832a3db,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
619f75a623e5df418832a3db,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
619f75a623e5df418832a3db,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
619f764a23e5df0d7f32a745,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
619f764a23e5df0d7f32a745,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
619f764a23e5df0d7f32a745,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
619f764a23e5df0d7f32a745,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
619f764a23e5df0d7f32a745,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
619f764a23e5df0d7f32a745,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
619f764a23e5df0d7f32a745,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
619f764a23e5df0d7f32a745,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
619f76b123e5df419232a85c,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
619f76b123e5df419232a85c,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
619f76b123e5df419232a85c,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
619f76b123e5df419232a85c,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
619f76b123e5df419232a85c,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
619f76b123e5df419232a85c,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
619f76b123e5df419232a85c,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
619f76b123e5df419232a85c,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
619f76c323e5df19d432a97a,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
619f76c323e5df19d432a97a,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
619f76c323e5df19d432a97a,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
619f76c323e5df19d432a97a,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
619f76c323e5df19d432a97a,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
619f76c323e5df19d432a97a,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
619f76c323e5df19d432a97a,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
619f76c323e5df19d432a97a,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
619f76f423e5dff64a32abc3,648a548aab1f6e997d223394,linkedDatasets,1,"'COVID-19 SARI-Watch (formerly CHESS)' matched to 'COVID-19 SARI-Watch (formerly CHESS)' : Computed from Mk1, Fuzz Score = 100.0"
619f76f423e5dff64a32abc3,648a548aab1f6e997d223393,linkedDatasets,1,"'Civil Registration - Deaths' matched to 'Civil Registration - Deaths' : Computed from Mk1, Fuzz Score = 100.0"
619f76f423e5dff64a32abc3,641cf6257947ddba56f5d904,linkedDatasets,1,"'Covid-19 Second Generation Surveillance System' matched to 'Covid-19 Second Generation Surveillance System' : Computed from Mk1, Fuzz Score = 100.0"
619f76f423e5dff64a32abc3,641cf6257947ddba56f5d90a,linkedDatasets,1,"'Emergency Care Data Set (ECDS)' matched to 'Emergency Care Data Set (ECDS)' : Computed from Mk1, Fuzz Score = 100.0"
619f76f423e5dff64a32abc3,641cf6257947ddba56f5d911,linkedDatasets,1,"'Hospital Episode Statistics Accident and Emergency' matched to 'Hospital Episode Statistics Accident and Emergency' : Computed from Mk1, Fuzz Score = 100.0"
619f76f423e5dff64a32abc3,641cf6257947ddba56f5d913,linkedDatasets,1,"'Hospital Episode Statistics Admitted Patient Care' matched to 'Hospital Episode Statistics Admitted Patient Care' : Computed from Mk1, Fuzz Score = 100.0"
619f76f423e5dff64a32abc3,641cf6257947ddba56f5d909,linkedDatasets,1,"'Hospital Episode Statistics Critical Care' matched to 'Hospital Episode Statistics Critical Care' : Computed from Mk1, Fuzz Score = 100.0"
619f76f423e5dff64a32abc3,641cf6257947ddba56f5d90d,linkedDatasets,1,"'Hospital Episode Statistics Outpatients' matched to 'Hospital Episode Statistics Outpatients' : Computed from Mk1, Fuzz Score = 100.0"
620e2e624b461cbbf21f1dd0,63d8de29d9210b2301c101ed,linkedDatasets,1,"'CPRD Aurum' matched to 'CPRD Aurum' : Computed from Mk1, Fuzz Score = 100.0"
620e2e624b461cbbf21f1dd0,620e2e634b461c57991f1e1e,linkedDatasets,1,"'CPRD Aurum SGSS' matched to 'CPRD Aurum SGSS' : Computed from Mk1, Fuzz Score = 100.0"
620e2e624b461cbbf21f1dd0,621e281bff9bbd2cd41033e0,linkedDatasets,1,"'CPRD Aurum CHESS' matched to 'CPRD Aurum CHESS' : Computed from Mk1, Fuzz Score = 100.0"
620e2e624b461cbbf21f1dd0,620e2e634b461c18101f1e22,linkedDatasets,1,"'CPRD Aurum ICNARC' matched to 'CPRD Aurum ICNARC' : Computed from Mk1, Fuzz Score = 100.0"
620e2e624b461cbbf21f1dd0,620e2e624b461c713f1f1dd4,linkedDatasets,1,"'Death Registration data for CPRD Aurum' matched to 'Death Registration data for CPRD Aurum' : Computed from Mk1, Fuzz Score = 100.0"
