Publisher,id,doiName,Dataset Title,Abstract,Keywords,Description,Possible Category,Possible Sub Category,Matched Field,Mapped Data type,Mapped Data sub type,Annotation note link,Github tool link,Synthetic dataset link,Frequency dataset link
pioneer,f23f393f-137d-4f8b-94a1-f2847ec014a2,,immune checkpoint inhibitors: hdr uk medicines programme cancer-related resource,"highly granular dataset of 1,000 cancer patients treated with checkpoint inhibitors, tracking acute healthcare visits, demographics, side effects, physiology, blood results, outpatient activity, consultations, prescriptions, treatments, and survival.","['Cancer', 'Cancer immunotherapy', 'checkpoint blockades', 'immuno-oncology', 'oncology', 'therapeutic efficacy', ' immune response modulation', 'medicines', 'HDR UK Medicines Driver programme']","a highly granular, medicines-focused dataset of approximately 1,000 patients over 3 years. includes patient demographics & co-morbidities taken from icd-10 & snomed-ct codes. serial, structured data pertaining to acute care process (timings, readmissions, survival), primary diagnosis, presenting complaint, physiology readings (pulse, blood pressure, respiratory rate, oxygen saturations and others),  extensive blood results (infection, inflammatory markers) and acuity markers such as avpu scale, news2 score, sews score, imaging reports, consultation, therapy, referrals, complete documentation of all prescribed & administered treatments including fluids, blood products, procedures, information on outpatient admissions and survival outcomes following one year post discharge.


this medicines-focused dataset is an invaluable resource for researchers aiming to analyse and compare the effects of checkpoint inhibitors on patients. it offers an opportunity to understand treatment pathways and healthcare utilisation in this specific patient cohort. dive into this rich data source to uncover new insights and contribute to the evolving field of cancer immunotherapy.

geography: the west midlands (wm) has a population of 6 million & includes a diverse ethnic & socio-economic mix. uhb is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & > 120 itu bed capacity. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”.

data set availability:  data access is available via the pioneer hub for projects which will benefit the public or patients.  this can be by developing a new understanding of disease, by providing insights into how to improve care, or by developing new models, tools, treatments, or care processes.  data access can be provided to nhs, academic, commercial, policy and third sector organisations.  applications from smes are welcome.  there is a single data access process, with public oversight provided by our public review committee, the data trust committee.  contact pioneer@uhb.nhs.uk or visit www.pioneerdatahub.co.uk for more details.

available supplementary data: matched controls; ambulance and community data. unstructured data (images).  we can provide the dataset in omop and other common data models and can build synthetic data to meet bespoke requirements.

available supplementary support: analytics, model build, validation & refinement; a.i. support.  data partner support for etl (extract, transform & load) processes.  bespoke and “off the shelf” trusted research environment (tre) build and run.  consultancy with clinical, patient & end-user and purchaser access/ support.  support for regulatory requirements.  cohort discovery. data-driven trials and “fast screen” services to assess population size","['health and disease', 'imaging type']","['cancer', 'respiratory']","['{Field: Dataset Title, Value: cancer}', '{Field: Abstract, Value: cancer}', '{Field: Description, Value: cancer}', '{Field: Description, Value: respiratory}', '{Field: Description, Value: ct}']",Health and Disease; Measurement/test,Cancer,,,,
pioneer,881fd019-e6c0-4694-9bc3-7d2cf88948a9,https://web.www.healthdatagateway.org/dataset/ea2d242d-6a16-4dcd-b1b0-832e97b41582,investigating interactions between mycobacterium tuberculosis and sars-cov-2 ,"highly granular dataset of over 4,000 patients being investigated or treated for tb and covid-19. longitudinal linked healthcare utilisation data. serial physiology readings, lab analysis results, drug administrations and co-morbidities. ","['Tuberculosis', 'COVID-19', 'Epidemiology', 'Impact', 'physiology', 'Interventions', 'drug administrations', 'Co-Morbidities', 'demographics', 'Ethnicity']","tuberculosis (tb) is caused by a bacterium called mycobacterium tuberculosis._ tb remains a significant global health problem. the uk has one of the highest rates of tb in europe, with almost 5000 new cases notified in 2019. within the uk, birmingham and the west midlands are particular hotspots for tb, with over 300 cases of active disease and approximately 10 times that of new latent infections diagnosed each year. 

birmingham and the west midlands have experienced particularly high rates of covid-19 during the pandemic and there is increasing evidence that individuals of black, asian and minority ethnicities (bame) experience the most significant morbidity and highest mortality rates due to covid-19. these groups also experience the highest burdens of tb, both in the uk and overseas. 

epidemiological data suggests that current and previous tuberculosis (tb) increase the risk of covid-19 mortality and severe disease._there is also evidence of immunopathogenic overlap between the two infections with in vitro_studies finding that sars-cov-2 infection is increased in human macrophages cultured in the inflammatory milieu of_tb-infected macrophages. 

this dataset would enable a deeper analysis of demography and clinical outcomes associated with covid-19 in patients with concurrent tb. 

pioneer geography: the west midlands (wm) has a population of 5.9 million & includes a diverse ethnic & socio-economic mix.  

ehr. uhb is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & an expanded 250 itu bed capacity during covid. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”. 

scope: all hospitalised patients admitted to uhb during the covid-19 pandemic, curated to focus on mycobacterium tuberculosis and sars-cov-2. longitudinal & individually linked, so that the preceding & subsequent health journey can be mapped & healthcare utilisation prior to & after admission understood. the dataset includes highly granular patient demographics & co-morbidities taken from icd-10 & snomed-ct codes. serial, structured data pertaining to acute care process (a&e, triage, ip, itu admissions), presenting complaint, dnar teal, all physiology readings (avpu scale, covid cfs, blood pressure, respiratory rate, oxygen saturations and others), all blood results, imaging reports, all prescribed & administered treatments, all outcomes. 

available supplementary data: matched controls; ambulance, omop data, synthetic data. 

available supplementary support: analytics, model build, validation & refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services. ",['health and disease'],['respiratory'],"['{Field: Description, Value: respiratory}']",Health and Disease; Measurement/test,Respiratory,,,,
pioneer,5bd8ae6b-d751-4920-b593-4d19d48b7e45,,"investigating the impact of frailty, age and illness severity during covid-19","longitudinal data to investigate interactions of frailty, age and illness severity on outcomes in adults admitted during the covid-19 pandemic. clinicians’ frailty scoring versus electronic frailty scoring. highly granular structured serial data.","['Frailty index', 'Clinical Frailty Scale', 'COVID-19', 'Hospital outcomes', 'Interventions', 'Elder Care', 'SARS-CoV-2', 'Acute medical care', 'age', 'Illness', 'morbidity', 'symptoms', 'Admissions', 'Acute', 'Sepsis']","frailty is a syndrome of increased vulnerability to incomplete resolution of homeostasis (healing or return to baseline function) following a stressor event (such as an infection or fall) and it is associated with poor outcomes including increased mortality and reduced quality of life. prevalence increases with age, but it should not be considered an inevitable consequence of ageing.

the pathophysiology of frailty is poorly understood but the immune and endocrine systems appear to be involved in its development or response. age and frailty have been proven to be independently predictive of outcomes in patients admitted with an acute illness. 

in covid-19, routine frailty identification has been used to inform decision making about high level of treatment. this is because frailty usually moderates the effect of age on mortality. anecdotally, this effect has not been recognised by clinicians looking after older covid-19 patients. four papers have been published so far on the effect of frailty on covid-19 with differing results.  however, all papers show the independent predictive value of age when controlling for frailty, which is not usually seen in studies of age and frailty in other acute illnesses.

pioneer geography
the west midlands (wm) has a population of 5.9 million & includes a diverse ethnic & socio-economic mix. 

ehr: uhb is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & an expanded 250 itu bed capacity during covid. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”.

scope: all patients aged 18 years and above admitted for an acute illness in hospitals within university hospitals birmingham nhs trust during the covid-19 pandemic. the dataset includes highly granular patient demographics & co-morbidities taken from icd-10 & snomed-ct codes. serial, structured data pertaining to acute care process (timings, staff grades, specialty review, wards), presenting complaint, acuity, all physiology readings (pulse, blood pressure, respiratory rate, oxygen saturations), all blood results, imaging reports, all prescribed & administered treatments (fluids, blood products, procedures), all outcomes.

available supplementary data: matched controls; ambulance, synthetic data.

available supplementary support: analytics, model build, validation & refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services.",['health and disease'],['respiratory'],"['{Field: Description, Value: respiratory}']",Health and Disease; Measurement/test,Respiratory,,,,
pioneer,3b84d205-2175-4c9a-bbe3-d0e24434e625,,"investigations, interventions, and outcomes for acute coronary syndrome","a deeply phenotyped dataset of 61,000 patients being investigated or treated for acute coronary syndrome.  longitudinal linked healthcare utilisation data. serial physiology readings, lab analysis results, drug administrations and co-morbidities. ","['heart attacks', ' Acute Coronary Syndromes', 'Optimising pharmacology', 'Medications', 'Use of Guidelines', 'ACS', 'Cardiovascular', 'observations', 'Coronary Artery Disease', 'ACE Inhibitors', 'Percutaneous Coronary Intervention', 'Diabetes Inhibitors', 'Troponins', 'ProBNP', 'Coronary Syndrome', 'Beta blockers', 'Cardiovascular mortality', 'Chronic Coronary Syndromes']","background. following an acute coronary syndrome (acs), the annual risk of recurrent acute coronary syndrome or death is approximately 6-9% despite contemporary treatments (percutaneous coronary intervention, dual antiplatelet therapy and standard secondary prevention, including statins, beta blockers and ace inhibitors). 

in recent years, many new strategies have been shown to further reduce the risk of cardiovascular death in patients with coronary artery disease and these are recommended in the 2019 esc guideline for chronic coronary syndromes. 

novel medications for diabetes (sglt2 inhibitors and glp-1 agonists) and lipids (ezetimibe and pcsk-9 inhibitors) have demonstrated reductions in adverse cardiovascular events in patients with coronary artery disease. 

with treatment regimens becoming increasingly complex, it can be unclear which drugs are being used for each patient. this highly granular dataset of >61,000 patients under investigation for or with confirmed acs would enable projects to assess guideline compliance, drug related adverse events and modelling to identify responder and non-responder subgroups.   

pioneer geography: the west midlands (wm) has a population of 5.9 million & includes a diverse ethnic & socio-economic mix.  

ehr: uhb is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & an expanded 100 itu bed capacity including a dedicated cardiac hdu and itu. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”. 

scope: all patients being investigated or treated for coronary artery disease and acute coronary syndromes focusing on myocardial infarction and unstable angina from 2019 onwards. longitudinal & individually linked, so that the preceding & subsequent health journey can be mapped & healthcare utilisation prior to & after admission understood. the dataset includes highly granular patient demographics, co-morbidities taken from icd-10 & snomed-ct codes. serial, structured data pertaining to process of care (timings, admissions, wards), presenting complaint, physiology readings (blood pressure, respiratory rate, heart rate, height, weight), lab analysis results (egfr, cholesterol, lactate, platelets, white blood cells and others), drug allergies, drug administered and all outcomes.  

available supplementary data: matched controls; ambulance, omop data, synthetic data. 

available supplementary support: analytics, model build, validation & refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services.",['health and disease'],"['cardiovascular', 'respiratory']","['{Field: Description, Value: cardiovascular}', '{Field: Description, Value: respiratory}']",Health and Disease; Treatment /Intervention,Cardiovascular,,,,
pioneer,e05de62a-91be-46b8-8c1d-c9ed89d8c740,,laboratory turnaround times processing electronic blood test orders in the nhs,"unique data of 323,899 blood tests pre- and post-implementation of a computerised order entry system with key clinical pathway time-points for all blood tests. data on date/time of requests, laboratory processing times and reported results.","['Acute Care', 'Laboratory turnaround time', 'Computerised Point of Entry System', 'care pathways', 'Admissions', 'Pathology', 'Laboratory', 'Blood tests', 'Workflows', 'Paper systems', 'LTAT', 'Electronic Healthcare System', 'CPOE', 'Paper based ordering', 'Operational Efficiency', 'Rapid Decision making', 'Decision support']","pathology services are a fundamental core of healthcare services and are essential in the delivery of many national priorities. a report of the review of nhs pathology services in england, chaired by lord carter of coles, estimated that 70-80 per cent of all healthcare decisions affecting diagnosis or treatment involve a pathology investigation. with the increased demand on acute care services there is a growing requirement for rapid laboratory results to facilitate the decision to discharge or admit, including the escalation of care. laboratory turn around times (ltat) are defined as the interval between when a test is requested to the time the results are available to the clinical team. ltat is considered one of the most noticeable markers of a laboratory service and is often used as a key performance indicator in healthcare settings. 

computerised provider order entry (cpoe) systems are computer-assisted systems that are designed to replace a hospital’s paper-based ordering system. when configured correctly cpoe systems should increase efficiency and improve patient care.  

pioneer geography: the west midlands (wm) has a population of 5.9 million & includes a diverse ethnic & socio-economic mix.  

uhb is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & an expanded 250 itu bed capacity during covid. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”. 

scope: clinical and operational pathway data for 323,899 blood tests ordered pre and post implementation of a cpoe system. data on the time the new system was implemented. date and time fields are provided for the specimens from the point they were requested through to processing times in the laboratory and finally the date/time results are reported back via the electronic health system. data on the ward and specialty are provided.  

available supplementary data: matched controls; ambulance, omop data, synthetic data. 

available supplementary support: analytics, model build, validation & refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services. ",['measurement/test'],['laboratory'],"['{Field: Dataset Title, Value: laboratory}', '{Field: Abstract, Value: laboratory}', '{Field: Description, Value: laboratory}']",Health and Disease; Measurement/test,Other,,,,
pioneer,5b456d15-cb68-4944-839c-c25a2986e572,,longitudinal c-reactive protein concentrations in covid-19: an omop dataset,"crp has been identified as a biomarker of importance in covid. this omop dataset features highly granular health data from over 4500 patients with hospitalised covid-19, including oxygen support and treatments given.","['C-reactive proteins', 'CRP', 'Precision medicine', 'COVID-19', 'Acute', 'Prognosis', 'CRP Inhibition', 'Hospitalisation', 'Co-Morbidities', 'multimorbidity', 'age', 'Ethnicity', 'social deprivation', 'intensive care admission', 'ventilation', 'NEWS2', 'acuity', 'heart rate', 'blood pressure', 'temperature', 'medications', 'routes', 'ICD10 codes', 'OMOP', 'symptoms', 'severity', 'oxygenation', 'pulse oximetry', 'arterial blood gas', 'treatments', 'Mortality', 'DNR status', 'Outcomes']","c-reactive protein (crp) is the classical acute-phase protein produced by the liver at rates regulated by pro-inflammatory cytokines, notably il-6. acute phase crp production is non-specific but generally reflects the extent and severity of whatever infective, inflammatory, traumatic and neoplastic conditions have triggered it (pepys, m. b. & hirschfield, g. m. j. clin. invest. 111, 1805-1812 (2003). crp binds specifically to dead or dying cells and then activates complement, leading to enhanced inflammation and exacerbation of pre-existing tissue damage (griselli, m. et al. j. exp. med. 190, 1733-1739 (1999). large amounts of crp in the blood can also increase damage to tissues that are already injured.  crp may thus contribute to disease severity and death in covid-19.   

circulating crp values in covid-19 patients are closely associated with disease activity, severity and outcome (for example: l. yan et al. (2020) https://doi.org/10.1038/s42256-020-0180-7). however, the published studies are of moderate size with only one or few crp measurements per patient.  

in this omop dataset, we present longitudinal crp measurements for a cohort of over 4500 hospitalised covid-19 patients, from admission to discharge, including severity of disease, co-morbidities, treatments given, complications, itu admissions and patient outcomes. 

pioneer geography: the west midlands (wm) has a population of 5.9 million & includes a diverse ethnic & socio-economic mix. 

ehr. uhb is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & an expanded 250 itu bed capacity during covid. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”.

scope: all hospitalised patients admitted to queen elizabeth hospital, birmingham with positive sars-cov2 tests reported, transformed into an extended set of tables based on omop. the dataset includes highly granular patient demographics & co-morbidities taken from icd-10 & snomed-ct codes. serial, structured data pertaining to process of care including timings, admissions, escalation of care to itu, discharge outcomes, physiology readings (heart rate, blood pressure, avpu score and others), blood results (especially c-reactive protein (crp) measurements) and drug prescribing and administration data.

available supplementary data: matched controls; ambulance, synthetic data.

available supplementary support: analytics, model build, validation & refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services.  ",[],[],[],Health and Disease; Measurement/test,Respiratory,,,,
pioneer,4f32f054-0183-4515-8c18-00cd7a5a63af,,"longitudinal hospital prescribing data for >48,000 deeply phenotyped patients","deeply phenotyped dataset of longitudinal prescribing data for >48,000 patients from 2017 onwards. investigation, intervention and treatment data. granular co-morbidities, serial physiology readings, blood biomarkers with outcome data. ","['Hospitalised patients', 'Acute Medicine', 'Emergency Departments', 'Medicines reconciliation', 'prescribing', 'administration', 'antibiotics', 'antivirals', 'angina', 'Myocardial Infarction', 'digoxin', 'Intravenous fluids', 'missed doses', 'medicines', 'tablets', 'infusions', 'nebulisers', 'subcutaneous', 'intramuscular', 'Longitudinal', 'individually linked', 'health journey', 'healthcare utilisation', 'Patient', 'demographics', 'co-morbidities', 'ICD-10', 'Serial', 'Structured', 'acute care process', 'time stamped', 'wards', 'presenting complaints', 'physiology readings', 'NEWS2', 'SEWS', 'drug history', 'medication history', 'pharmacy interventions', 'staff grades']","background. the healthcare safety investigation branch (hsib) published a report in 2020 reviewing the need to have a better method of identifying and preventing medication errors. 237 million medications errors occur in england per year. 5% of hospital admissions are related to medication errors, side effects or drug/drug interactions. older patients, those with multiple long-term conditions and polypharmacy are most likely to experience the worse outcomes from medicine related harm. this dataset provides highly detailed medicine prescribing, indication, administration and patient outcome data, focusing on hospitalised patients in acute care.

pioneer geography. the west midlands (wm) has a population of 5.9 million and includes a diverse ethnic and socio-economic mix.

ehr. uhb is one of the largest nhs trusts in england, providing direct acute services and specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds and an expanded 250 itu bed capacity during covid. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary and secondary care record (your care connected) and a patient portal “my health”. 

scope: all hospitalised patients in uhb acute medicine (amu) and emergency departments (ed) from november 2017 to october 2020, curated to focus on medicines reconciliation. longitudinal and individually linked, so that the preceding and subsequent health journey can be mapped and healthcare utilisation prior to and after admission understood. the dataset includes highly granular patient demographics and co-morbidities taken from icd-10. serial, structured data pertaining to acute care process (timings and wards). along with presenting complaints, physiology readings (news 2 and sews score). includes all prescribed treatments, drug history, medication history and pharmacy interventions.

available supplementary data: matched controls; ambulance, omop data, synthetic data.

available supplementary support: analytics, model build, validation and refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services.",[],[],[],Health and Disease; Treatment /Intervention,Other,,,,
pioneer,56a07268-56c1-4bc2-92a5-c88e548a0927,,machine learning frailty index estimates with routine test results in acute care,"electronic frailty index from routinely collected test results in ehr’s.  granular condition, ethnicity, multi-morbidity. deeply phenotyped. serial physiology, blood biomarkers, interventions, longitudinal, pre/post admission healthcare use.","['Frailty', 'Machine learning', 'test results', 'ONNX', 'Acute Care', 'clinical frailty score', 'Frailty index', 'Interventions', 'elderly care', 'COVID-19', 'Biomarkers', 'symptoms', 'Outcomes', 'Electronic Health Records', 'physiology', 'Ethnicity', 'test results']","background. 

frailty is a critical measure in health care for evidence-based clinical decision making and an accurate electronic frailty index (efi) at admission will be beneficial to both patients and medical service for prompt and appropriate assessment and management in acute care.

an accurate and valid efi will be beneficial to both patients and emergency care services for prompt and appropriate assessment and management.

since 2020, clinical frailty scale (cfs) was introduced to qe as a way to screen and quantify frailty and fitness of individual patients with covid 19 at admission. essentially, cfs is a value derived from 92 baseline variables (also referred to as deficits) using a cumulative model, although studies have shown feasibility of reducing the number of variables without loss of predictive ability. in addition, cfs is judgement-based and requires specially trained clinicians to perform a series of measurements and determine the presence or absence of each deficit.

an efi that was derived from 31 routinely collected test results showed that it has promising identification power for high risk frailty patients in aged cohort (>65), indicating the potential of having a simpler and more efficient model for frailty estimation.

pioneer geography the west midlands (wm) has a population of 5.9 million & includes a diverse ethnic & socio-economic mix. 

ehr. uhb is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & an expanded 250 itu bed capacity during covid. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”.

scope:  all hospitalised patients admitted to uhb during the covid-19 pandemic, curated to focus on patients with frailty score. longitudinal & individually linked, so that the preceding & subsequent health journey can be mapped & healthcare utilisation prior to & after admission understood. the dataset includes highly granular patient demographics & co-morbidities taken from icd-10 & snomed-ct codes. serial, structured data pertaining to acute care process (timings, discharge locations), presenting complaint, all physiology readings (clinical frailty scale, pulse, blood pressure, respiratory rate, oxygen saturations), blood results (albumin, glucose, platelets, sodium, c-reactive protein, urea and others) and all outcomes.

available supplementary data: matched controls; ambulance, omop data, synthetic data.

available supplementary support: analytics, model build, validation & refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services.
","['health and disease', 'socioeconmic']","['respiratory', 'ethnicity']","['{Field: Description, Value: respiratory}', '{Field: Abstract, Value: ethnicity}']",Health and Disease; Measurement/test,Other,,,,
pioneer,06dee089-8c10-4a8b-aa94-7cb699dc3c80,https://web.www.healthdatagateway.org/dataset/0eb789bb-0047-46ac-83ff-631f31e98da0,"omop dataset: hospital covid patients: severity, acuity, therapies, outcomes","hospital covid patients 6.01.2020-20.08.2020). granular severity, ethnicity, co-morbidity.  serial acuity, physiology, blood biomarkers, treatments, itu, outcome. deeply phenotyped, longitudinal.","['COVID', 'Covid-19', 'Acuity score', 'Coronavirus', 'NEWS2', 'SEWS', 'AVPU', 'age', 'sex', 'ethnicity ', 'physiology', 'vital signs', 'biomarkers', 'd-dimer', 'troponin', 'CRP', 'sepsis', 'symptoms', 'outcomes', 'intensive care', 'ventilated', 'do not resuscitate orders', 'secondary care records', 'high flow nasal oxygen', 'treatments', 'antibiotics', 'secondary infections', 'outcomes', 'discharge', 'death', 'length of stay', 'multimorbidity']","omop dataset: hospital covid patients: severity, acuity, therapies, outcomes
dataset number 2.0

coronavirus disease 2019 (covid-19) was identified in january 2020.  currently, there have been more than 6 million cases & more than 1.5 million deaths worldwide.  some individuals experience severe manifestations of infection, including viral pneumonia, adult respiratory distress syndrome (ards) & death.  there is a pressing need for tools to stratify patients, to identify those at greatest risk.  acuity scores are composite scores which help identify patients who are more unwell to support & prioritise clinical care. there are no validated acuity scores for covid-19 & it is unclear whether standard tools are accurate enough to provide this support. this secondary care covid omop dataset contains granular demographic, morbidity, serial acuity and outcome data to inform risk prediction tools in covid-19.

pioneer geography
the west midlands (wm) has a population of 5.9 million & includes a diverse ethnic & socio-economic mix. there is a higher than average percentage of minority ethnic groups. wm has a large number of elderly residents but is the youngest population in the uk.  each day >100,000 people are treated in hospital, see their gp or are cared for by the nhs. the west midlands was one of the hardest hit regions for covid admissions in both wave 1 & 2.

ehr. university hospitals birmingham nhs foundation trust (uhb) is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & 100 itu beds. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”.  uhb has cared for >5000 covid admissions to date.  this is a subset of data in omop format.

scope: all covid swab confirmed hospitalised patients to uhb from january – august 2020.  the dataset includes highly granular patient demographics & co-morbidities taken from icd-10 & snomed-ct codes.  serial, structured data pertaining to care process (timings, staff grades, specialty review, wards), presenting complaint, acuity, all physiology readings (pulse, blood pressure, respiratory rate, oxygen saturations), all blood results, microbiology, all prescribed & administered treatments (fluids, antibiotics, inotropes, vasopressors, organ support), all outcomes.  

available supplementary data:
health data preceding & following admission event. matched “non-covid” controls; ambulance, 111, 999 data, synthetic data. further omop data available as an additional service.

available supplementary support: analytics, model build, validation & refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services.","['health and disease', 'socioeconmic']","['respiratory', 'ethnicity']","['{Field: Description, Value: respiratory}', '{Field: Abstract, Value: ethnicity}']",Health and Disease; Treatment /Intervention,Respiratory,,,,
pioneer,81c54c5a-ceb1-487c-820a-437b4dd002ca,https://web.www.healthdatagateway.org/dataset/bf3fe16c-5377-4571-b5a5-7aa7e796594c,risk and outcomes of coagulopathies in acutely unwell adults,"patients admitted with a bleeding or clotting disorder. granular  care pathways.  multi-morbidity, investigations, interventions and treatments. serial physiology, blood biomarkers, physiotherapy, outcome. deeply phenotyped.","['NHS', 'Acute', 'VTE', 'HAT', 'venous', 'arterial', 'bleed', 'clots', 'clotting', 'INR', 'APPT', 'prothrombin', 'platelets', 'thrombophlebitis', 'COVID', 'pneumonia', 'pneumonitis', 'NEWS2', 'deterioration', 'alert', 'SEWS', 'oxygen', 'non-invasive ventilation', 'high flow oxygen', 'NIV', 'CPAP', 'patient', 'acute hospitals', 'inpatient', 'ethnicity', 'multimorbidity', 'blood', 'biomarkers', 'physiology', 'demographics', 'treatments', 'aspirin', 'anti-coagulants', 'vitamin k', 'transfusions', 'interventions', 'outcomes', 'death', 'longitudinal', 'vital signs']","risk and outcomes of coagulopathies & arterial/venous thrombosis in acutely unwell patients
dataset number 12.0

coagulopathies and bleeding disorders can reflect hereditary conditions such as haemophilia or von willebrand disease, be associated with other diseases such as liver conditions, sepsis, trauma or be iatrogenic, related to therapies or their side effects.   hospital associated venous thromboembolic (vte) events remain common despite well known risk factors and effective prophylactic treatments. there are a number of blood biomarkers associated with coagulopathies, as well as genetic tests and treatments.  this dataset focuses on the acute presentation of coagulopathies, including in people with known bleeding/clotting disorders and in people for present with a new clotting or bleeding events during an acute presentation.

pioneer geography
the west midlands (wm) has a population of 5.9 million & includes a diverse ethnic & socio-economic mix.  university hospitals birmingham nhs foundation trust is a comprehensive care haemophilia centre (ccc) and cares for a wide range of inherited bleeding disorders, including haemophilia a and b, von willebrand disorder and other clotting factor and platelet disorders.  uhb also has a mandated vte risk and prescription prompt in the medical clerking, capturing risk factors and contraindications for anticoagulation.

ehr. uhb is one of the largest nhs trusts in england, providing direct acute services & specialist care across four hospital sites, with 2.2 million patient episodes per year, 2750 beds & an expanded 250 itu bed capacity during covid. uhb runs a fully electronic healthcare record (ehr) (pics; birmingham systems), a shared primary & secondary care record (your care connected) & a patient portal “my health”.  

scope: all patients admitted with coagulopathy or bleeding disorders (chronic or acute) from 2000 onwards.  the dataset includes highly granular patient demographics & co-morbidities taken from icd-10 & snomed-ct codes.  serial, structured data pertaining to acute care process (timings, staff grades, specialty review, wards), presenting complaint, diagnosis of te or bleeds, clotting parameters, d-dimers, acuity, all physiology readings (pulse, blood pressure, respiratory rate, oxygen saturations), all blood results, imaging reports, all prescribed & administered treatments (fluids, blood products, procedures), all outcomes.  

available supplementary data:  matched controls; ambulance, synthetic data. 

available supplementary support: analytics, model build, validation & refinement; a.i.; data partner support for etl (extract, transform & load) process, clinical expertise, patient & end-user access, purchaser access, regulatory requirements, data-driven trials, “fast screen” services.","['health and disease', 'socioeconmic']","['respiratory', 'ethnicity']","['{Field: Description, Value: respiratory}', '{Field: Keywords, Value: ethnicity}']",Health and Disease; Treatment /Intervention,Cardiovascular,,,,
